,State,Year,Quarter,Name,Type,Count,Amount
599,delhi,2019,4,Others,TOTAL,3500565,779367300.4732571
600,delhi,2020,1,Merchant payments,TOTAL,33951545,14470782771.054684
601,delhi,2020,1,Peer-to-peer payments,TOTAL,32410795,108987600006.3667
602,delhi,2020,1,Recharge & bill payments,TOTAL,12822919,9498791147.929193
603,delhi,2020,1,Financial Services,TOTAL,46529,39908838.24852887
604,delhi,2020,1,Others,TOTAL,2515816,619460878.9909673
605,delhi,2020,2,Peer-to-peer payments,TOTAL,27155938,86227124454.10175
606,delhi,2020,2,Merchant payments,TOTAL,24963931,12708327043.868336
607,delhi,2020,2,Recharge & bill payments,TOTAL,13568505,8699886044.040596
608,delhi,2020,2,Financial Services,TOTAL,64790,75405868.16164647
609,delhi,2020,2,Others,TOTAL,288854,162694793.15869594
610,delhi,2020,3,Peer-to-peer payments,TOTAL,41498638,140074023548.15637
611,delhi,2020,3,Merchant payments,TOTAL,40973792,21858176583.0589
612,delhi,2020,3,Recharge & bill payments,TOTAL,13448341,12883226305.336546
613,delhi,2020,3,Financial Services,TOTAL,85689,114341865.2645722
614,delhi,2020,3,Others,TOTAL,485401,234194502.8442282
615,delhi,2020,4,Merchant payments,TOTAL,54581166,31106554562.7951
616,delhi,2020,4,Peer-to-peer payments,TOTAL,49631928,171546055992.1488
617,delhi,2020,4,Recharge & bill payments,TOTAL,14862946,12921793576.576857
618,delhi,2020,4,Financial Services,TOTAL,114862,160007919.76894268
619,delhi,2020,4,Others,TOTAL,1349515,530676173.2537967
620,delhi,2021,1,Merchant payments,TOTAL,72615587,39861532639.012344
621,delhi,2021,1,Peer-to-peer payments,TOTAL,61957428,210823551741.40936
622,delhi,2021,1,Recharge & bill payments,TOTAL,21164274,15447408658.778738
623,delhi,2021,1,Financial Services,TOTAL,153039,203106852.42387855
624,delhi,2021,1,Others,TOTAL,1468676,592745151.8683048
625,delhi,2021,2,Merchant payments,TOTAL,75620295,42933366743.23575
626,delhi,2021,2,Peer-to-peer payments,TOTAL,68497718,223034955527.75317
627,delhi,2021,2,Recharge & bill payments,TOTAL,25026678,15310096462.746447
628,delhi,2021,2,Financial Services,TOTAL,158170,190019761.49741396
629,delhi,2021,2,Others,TOTAL,854403,472659189.30861247
630,goa,2018,1,Recharge & bill payments,TOTAL,85991,18273814.162708722
631,goa,2018,1,Peer-to-peer payments,TOTAL,59651,268175048.06992978
632,goa,2018,1,Merchant payments,TOTAL,7880,11036031.735657964
633,goa,2018,1,Financial Services,TOTAL,1191,520105.642400422
634,goa,2018,1,Others,TOTAL,6184,5851742.732386975
635,goa,2018,2,Recharge & bill payments,TOTAL,120943,30994284.17044104
636,goa,2018,2,Peer-to-peer payments,TOTAL,87878,419492232.52410376
637,goa,2018,2,Merchant payments,TOTAL,12456,20162855.70611957
638,goa,2018,2,Financial Services,TOTAL,1903,733429.427283199
639,goa,2018,2,Others,TOTAL,6395,7221023.530667527
640,goa,2018,3,Recharge & bill payments,TOTAL,158797,40314972.94208837
641,goa,2018,3,Peer-to-peer payments,TOTAL,150297,639468418.1317002
642,goa,2018,3,Merchant payments,TOTAL,21587,26634198.178851012
643,goa,2018,3,Financial Services,TOTAL,1867,468171.36483984883
644,goa,2018,3,Others,TOTAL,6963,6281208.620754639
645,goa,2018,4,Peer-to-peer payments,TOTAL,246426,1021902315.4426756
646,goa,2018,4,Recharge & bill payments,TOTAL,212122,54832855.89468471
647,goa,2018,4,Merchant payments,TOTAL,45586,66666113.92145965
648,goa,2018,4,Financial Services,TOTAL,2523,723599.2328183289
649,goa,2018,4,Others,TOTAL,8098,8880194.430766659
650,goa,2019,1,Peer-to-peer payments,TOTAL,378848,1310759847.8146646
651,goa,2019,1,Recharge & bill payments,TOTAL,275277,78212835.0406034
652,goa,2019,1,Merchant payments,TOTAL,74527,75946974.41483101
653,goa,2019,1,Financial Services,TOTAL,2013,499592.0966860995
654,goa,2019,1,Others,TOTAL,8147,9904147.90979165
655,goa,2019,2,Peer-to-peer payments,TOTAL,373759,1391933790.7547765
656,goa,2019,2,Recharge & bill payments,TOTAL,278060,93218689.41694948
657,goa,2019,2,Merchant payments,TOTAL,104592,92873008.6474504
658,goa,2019,2,Financial Services,TOTAL,1211,515859.8076807977
659,goa,2019,2,Others,TOTAL,10819,13325754.760758925
660,goa,2019,3,Peer-to-peer payments,TOTAL,475178,1704668027.0159788
661,goa,2019,3,Recharge & bill payments,TOTAL,453806,157952854.9501171
662,goa,2019,3,Merchant payments,TOTAL,150578,123948570.56857497
663,goa,2019,3,Financial Services,TOTAL,1510,1282344.8444824044
664,goa,2019,3,Others,TOTAL,11344,12515394.117688328
665,goa,2019,4,Peer-to-peer payments,TOTAL,698728,2484453030.31845
666,goa,2019,4,Recharge & bill payments,TOTAL,552421,205602115.14625147
667,goa,2019,4,Merchant payments,TOTAL,250893,218404664.8638511
668,goa,2019,4,Financial Services,TOTAL,1497,649712.8451498008
669,goa,2019,4,Others,TOTAL,11733,14350825.325765317
670,goa,2020,1,Peer-to-peer payments,TOTAL,817198,2851686768.653684
671,goa,2020,1,Recharge & bill payments,TOTAL,678079,244739382.20701858
672,goa,2020,1,Merchant payments,TOTAL,373110,298421548.1046571
673,goa,2020,1,Financial Services,TOTAL,1762,1816477.5692472362
674,goa,2020,1,Others,TOTAL,11088,13707055.389155574
675,goa,2020,2,Recharge & bill payments,TOTAL,758617,241196540.9379891
676,goa,2020,2,Peer-to-peer payments,TOTAL,493326,1766723888.2025127
677,goa,2020,2,Merchant payments,TOTAL,221358,168591711.94693565
678,goa,2020,2,Financial Services,TOTAL,3081,3328361.317987765
679,goa,2020,2,Others,TOTAL,5710,3775927.611346662
680,goa,2020,3,Peer-to-peer payments,TOTAL,759351,2723430713.3444066
681,goa,2020,3,Recharge & bill payments,TOTAL,696770,280187505.0339355
682,goa,2020,3,Merchant payments,TOTAL,446880,353193881.4783259
683,goa,2020,3,Financial Services,TOTAL,4985,6418950.466847964
684,goa,2020,3,Others,TOTAL,7545,5112530.621144422
685,goa,2020,4,Peer-to-peer payments,TOTAL,1550251,5407626413.043346
686,goa,2020,4,Merchant payments,TOTAL,1389834,1123844212.5171819
687,goa,2020,4,Recharge & bill payments,TOTAL,839199,345088772.3784919
688,goa,2020,4,Financial Services,TOTAL,7287,10386560.386677971
689,goa,2020,4,Others,TOTAL,14810,12846789.254236266
690,goa,2021,1,Peer-to-peer payments,TOTAL,2235456,7553384653.1682
691,goa,2021,1,Merchant payments,TOTAL,2195509,1768358976.7158575
692,goa,2021,1,Recharge & bill payments,TOTAL,880682,410604192.7268899
693,goa,2021,1,Financial Services,TOTAL,8138,12207778.148638733
694,goa,2021,1,Others,TOTAL,11764,12687278.26183929
695,goa,2021,2,Merchant payments,TOTAL,1869384,1411529033.6650195
696,goa,2021,2,Peer-to-peer payments,TOTAL,1866837,6195032351.177256
697,goa,2021,2,Recharge & bill payments,TOTAL,953219,383804809.3560881
698,goa,2021,2,Financial Services,TOTAL,8303,12371843.844825167
699,goa,2021,2,Others,TOTAL,12392,10115549.032816991
700,gujarat,2018,1,Recharge & bill payments,TOTAL,3691952,878929080.9916563
701,gujarat,2018,1,Peer-to-peer payments,TOTAL,1738974,6318864759.888066
702,gujarat,2018,1,Merchant payments,TOTAL,145436,166036667.57089135
703,gujarat,2018,1,Financial Services,TOTAL,122117,27986679.009713165
704,gujarat,2018,1,Others,TOTAL,250296,186165067.5737218
705,gujarat,2018,2,Recharge & bill payments,TOTAL,4643367,1571880396.377953
706,gujarat,2018,2,Peer-to-peer payments,TOTAL,2483231,10009680530.386887
707,gujarat,2018,2,Merchant payments,TOTAL,275503,356984574.1205573
708,gujarat,2018,2,Financial Services,TOTAL,140704,38598263.22838031
709,gujarat,2018,2,Others,TOTAL,202928,185541007.527258
710,gujarat,2018,3,Peer-to-peer payments,TOTAL,5287200,15272745137.759302
711,gujarat,2018,3,Recharge & bill payments,TOTAL,5117168,1938041688.9678535
712,gujarat,2018,3,Merchant payments,TOTAL,573440,466209496.80151117
713,gujarat,2018,3,Financial Services,TOTAL,136468,24930605.607339725
714,gujarat,2018,3,Others,TOTAL,219873,164477497.1394802
715,gujarat,2018,4,Peer-to-peer payments,TOTAL,6488202,21207285184.780193
716,gujarat,2018,4,Recharge & bill payments,TOTAL,6138404,2297332323.0815277
717,gujarat,2018,4,Merchant payments,TOTAL,1656377,1088373316.0580251
718,gujarat,2018,4,Financial Services,TOTAL,133915,30699273.16507
719,gujarat,2018,4,Others,TOTAL,316405,207297005.69778407
720,gujarat,2019,1,Peer-to-peer payments,TOTAL,13465044,31231285551.308655
721,gujarat,2019,1,Recharge & bill payments,TOTAL,8595256,3104251732.6516943
722,gujarat,2019,1,Merchant payments,TOTAL,2493340,1296376125.1752787
723,gujarat,2019,1,Financial Services,TOTAL,114539,19581520.569400217
724,gujarat,2019,1,Others,TOTAL,323272,204585378.77191538
725,gujarat,2019,2,Peer-to-peer payments,TOTAL,12547493,41853661230.46585
726,gujarat,2019,2,Recharge & bill payments,TOTAL,10434449,4651874823.428602
727,gujarat,2019,2,Merchant payments,TOTAL,5486791,2526448415.3585706
728,gujarat,2019,2,Financial Services,TOTAL,70502,17349813.389733132
729,gujarat,2019,2,Others,TOTAL,442607,271280936.6247084
730,gujarat,2019,3,Peer-to-peer payments,TOTAL,14529353,49206585462.018684
731,gujarat,2019,3,Merchant payments,TOTAL,11788077,4211116461.2911887
732,gujarat,2019,3,Recharge & bill payments,TOTAL,11349625,5768100024.478059
733,gujarat,2019,3,Financial Services,TOTAL,78609,20507001.233050577
734,gujarat,2019,3,Others,TOTAL,482985,256386015.24681717
735,gujarat,2019,4,Peer-to-peer payments,TOTAL,19107911,64477452638.7778
736,gujarat,2019,4,Recharge & bill payments,TOTAL,12967713,6517891166.722656
737,gujarat,2019,4,Merchant payments,TOTAL,9964076,5480269119.720948
738,gujarat,2019,4,Financial Services,TOTAL,63498,20202767.26414788
739,gujarat,2019,4,Others,TOTAL,444434,194846362.42851496
740,gujarat,2020,1,Peer-to-peer payments,TOTAL,19068093,72393727235.07784
741,gujarat,2020,1,Recharge & bill payments,TOTAL,15648472,7197595156.690899
742,gujarat,2020,1,Merchant payments,TOTAL,12191478,7210758662.281933
743,gujarat,2020,1,Financial Services,TOTAL,50753,27460255.45966168
744,gujarat,2020,1,Others,TOTAL,367621,165535312.39278784
745,gujarat,2020,2,Recharge & bill payments,TOTAL,19971660,8322688556.990006
746,gujarat,2020,2,Peer-to-peer payments,TOTAL,17569398,64723140394.22913
747,gujarat,2020,2,Merchant payments,TOTAL,9645967,7196610931.561442
748,gujarat,2020,2,Financial Services,TOTAL,59617,53132341.305008195
749,gujarat,2020,2,Others,TOTAL,173543,92274135.40504411
750,gujarat,2020,3,Peer-to-peer payments,TOTAL,23130724,89142122337.25531
751,gujarat,2020,3,Merchant payments,TOTAL,18338969,12749796641.785404
752,gujarat,2020,3,Recharge & bill payments,TOTAL,17481357,9820654243.80882
753,gujarat,2020,3,Financial Services,TOTAL,92278,84723188.62104335
754,gujarat,2020,3,Others,TOTAL,246851,124456073.24163358
755,gujarat,2020,4,Peer-to-peer payments,TOTAL,29967258,116743230330.36209
756,gujarat,2020,4,Merchant payments,TOTAL,28430460,20844321156.652935
757,gujarat,2020,4,Recharge & bill payments,TOTAL,18943669,10441981826.080866
758,gujarat,2020,4,Financial Services,TOTAL,113371,120056733.8865249
759,gujarat,2020,4,Others,TOTAL,373789,243470065.45681778
760,gujarat,2021,1,Peer-to-peer payments,TOTAL,36427493,144818968373.02933
761,gujarat,2021,1,Merchant payments,TOTAL,35815382,26512643894.003174
762,gujarat,2021,1,Recharge & bill payments,TOTAL,22088838,11996115292.377842
763,gujarat,2021,1,Financial Services,TOTAL,126380,137612317.73580322
764,gujarat,2021,1,Others,TOTAL,316472,235440836.3042438
765,gujarat,2021,2,Merchant payments,TOTAL,42593432,33542305033.829506
766,gujarat,2021,2,Peer-to-peer payments,TOTAL,41642387,162483567902.30194
767,gujarat,2021,2,Recharge & bill payments,TOTAL,27127405,13750783181.944221
768,gujarat,2021,2,Financial Services,TOTAL,128647,136119996.7022825
769,gujarat,2021,2,Others,TOTAL,349525,249278437.33914098
770,haryana,2018,1,Recharge & bill payments,TOTAL,2368002,535578755.07945114
771,haryana,2018,1,Peer-to-peer payments,TOTAL,1607193,5814807510.68666
772,haryana,2018,1,Merchant payments,TOTAL,167816,173513595.3537558
773,haryana,2018,1,Financial Services,TOTAL,128636,27501068.014126316
774,haryana,2018,1,Others,TOTAL,209123,242110585.52640373
775,haryana,2018,2,Recharge & bill payments,TOTAL,3054284,984897276.651981
776,haryana,2018,2,Peer-to-peer payments,TOTAL,2388953,9745924809.851494
777,haryana,2018,2,Merchant payments,TOTAL,369916,334118261.45344114
778,haryana,2018,2,Financial Services,TOTAL,167570,38145882.44180386
779,haryana,2018,2,Others,TOTAL,170208,217328211.71769944
780,haryana,2018,3,Peer-to-peer payments,TOTAL,3753981,14429454356.345787
781,haryana,2018,3,Recharge & bill payments,TOTAL,3203386,1310467515.0605886
782,haryana,2018,3,Merchant payments,TOTAL,1003057,427387637.9335371
783,haryana,2018,3,Financial Services,TOTAL,100452,17323790.814170156
784,haryana,2018,3,Others,TOTAL,201148,190505707.47361812
785,haryana,2018,4,Peer-to-peer payments,TOTAL,5905032,22416919746.93868
786,haryana,2018,4,Recharge & bill payments,TOTAL,4116262,1671040703.7317612
787,haryana,2018,4,Merchant payments,TOTAL,2413446,1013407379.8963095
788,haryana,2018,4,Financial Services,TOTAL,120711,22252543.62175617
789,haryana,2018,4,Others,TOTAL,394732,267255642.26742023
790,haryana,2019,1,Peer-to-peer payments,TOTAL,12622225,30283578836.61907
791,haryana,2019,1,Recharge & bill payments,TOTAL,5576577,2202061874.5361757
792,haryana,2019,1,Merchant payments,TOTAL,3361995,1292375556.3150868
793,haryana,2019,1,Financial Services,TOTAL,101786,15201736.002431491
794,haryana,2019,1,Others,TOTAL,473192,258437718.15887585
795,haryana,2019,2,Peer-to-peer payments,TOTAL,10387562,37056084813.57578
796,haryana,2019,2,Recharge & bill payments,TOTAL,5902923,2838724048.0896106
797,haryana,2019,2,Merchant payments,TOTAL,5738283,2292901816.1432047
798,haryana,2019,2,Financial Services,TOTAL,57488,12080285.227121718
799,haryana,2019,2,Others,TOTAL,655560,301748850.1804938
800,haryana,2019,3,Peer-to-peer payments,TOTAL,11775288,43738290119.9285
801,haryana,2019,3,Merchant payments,TOTAL,9386779,3615636827.8118167
802,haryana,2019,3,Recharge & bill payments,TOTAL,8289987,4817098564.823641
803,haryana,2019,3,Financial Services,TOTAL,61503,16715100.880217994
804,haryana,2019,3,Others,TOTAL,829974,301378585.9978597
805,haryana,2019,4,Peer-to-peer payments,TOTAL,15729819,58242027266.14443
806,haryana,2019,4,Merchant payments,TOTAL,11615667,5253780278.236426
807,haryana,2019,4,Recharge & bill payments,TOTAL,9648003,5637358525.756194
808,haryana,2019,4,Financial Services,TOTAL,41688,13756049.144287623
809,haryana,2019,4,Others,TOTAL,790808,212797749.81994924
810,haryana,2020,1,Peer-to-peer payments,TOTAL,17728235,68367245528.07149
811,haryana,2020,1,Merchant payments,TOTAL,14327020,7075196609.224878
812,haryana,2020,1,Recharge & bill payments,TOTAL,11346112,6331682016.516322
813,haryana,2020,1,Financial Services,TOTAL,34488,25266730.1883267
814,haryana,2020,1,Others,TOTAL,600232,176823674.24305555
815,haryana,2020,2,Peer-to-peer payments,TOTAL,17334369,66645492690.67839
816,haryana,2020,2,Recharge & bill payments,TOTAL,12740328,6547618491.532405
817,haryana,2020,2,Merchant payments,TOTAL,11527654,7393393677.758501
818,haryana,2020,2,Financial Services,TOTAL,48759,49209527.29146181
819,haryana,2020,2,Others,TOTAL,129940,75550536.67993587
820,haryana,2020,3,Peer-to-peer payments,TOTAL,24123449,88796356487.11024
821,haryana,2020,3,Merchant payments,TOTAL,20845136,12141560866.982178
822,haryana,2020,3,Recharge & bill payments,TOTAL,12716319,8452802892.504496
823,haryana,2020,3,Financial Services,TOTAL,66457,80854296.9304013
824,haryana,2020,3,Others,TOTAL,186818,96375902.20346308
825,haryana,2020,4,Merchant payments,TOTAL,34063692,21382305452.06797
826,haryana,2020,4,Peer-to-peer payments,TOTAL,33920789,128613933346.85507
827,haryana,2020,4,Recharge & bill payments,TOTAL,14682896,9675471300.731653
828,haryana,2020,4,Financial Services,TOTAL,84881,103265693.75364488
829,haryana,2020,4,Others,TOTAL,419181,223528573.1334415
830,haryana,2021,1,Merchant payments,TOTAL,39363588,23389100227.155342
831,haryana,2021,1,Peer-to-peer payments,TOTAL,36764622,135970636784.61835
832,haryana,2021,1,Recharge & bill payments,TOTAL,13680353,9260346909.440674
833,haryana,2021,1,Financial Services,TOTAL,79784,99672809.99228218
834,haryana,2021,1,Others,TOTAL,364437,218544351.22172093
835,haryana,2021,2,Merchant payments,TOTAL,45335533,29119078263.957985
836,haryana,2021,2,Peer-to-peer payments,TOTAL,44086559,161073685336.6668
837,haryana,2021,2,Recharge & bill payments,TOTAL,15861047,9839496894.971409
838,haryana,2021,2,Financial Services,TOTAL,85821,97238136.09517692
839,haryana,2021,2,Others,TOTAL,311896,227855606.99266592
840,himachal-pradesh,2018,1,Recharge & bill payments,TOTAL,284371,49871175.82607427
841,himachal-pradesh,2018,1,Peer-to-peer payments,TOTAL,154572,546222027.4835303
842,himachal-pradesh,2018,1,Merchant payments,TOTAL,13241,13851230.83495245
843,himachal-pradesh,2018,1,Financial Services,TOTAL,8955,2040522.724771278
844,himachal-pradesh,2018,1,Others,TOTAL,20779,16752849.503009535
845,himachal-pradesh,2018,2,Recharge & bill payments,TOTAL,385642,83714322.414042
846,himachal-pradesh,2018,2,Peer-to-peer payments,TOTAL,243436,1043702964.1513071
847,himachal-pradesh,2018,2,Merchant payments,TOTAL,27851,31961300.882765952
848,himachal-pradesh,2018,2,Financial Services,TOTAL,11330,4108919.3075577794
849,himachal-pradesh,2018,2,Others,TOTAL,19436,19681794.59544668
850,himachal-pradesh,2018,3,Recharge & bill payments,TOTAL,457449,108456077.51862916
851,himachal-pradesh,2018,3,Peer-to-peer payments,TOTAL,362755,1596570994.985427
852,himachal-pradesh,2018,3,Merchant payments,TOTAL,40675,31168155.22193054
853,himachal-pradesh,2018,3,Financial Services,TOTAL,8182,1552275.0537747287
854,himachal-pradesh,2018,3,Others,TOTAL,17693,16293930.078267336
855,himachal-pradesh,2018,4,Recharge & bill payments,TOTAL,598325,143031082.4432017
856,himachal-pradesh,2018,4,Peer-to-peer payments,TOTAL,590518,2367228879.4462624
857,himachal-pradesh,2018,4,Merchant payments,TOTAL,86963,87575811.80014335
858,himachal-pradesh,2018,4,Financial Services,TOTAL,11834,2283052.790977265
859,himachal-pradesh,2018,4,Others,TOTAL,20243,21180141.658664487
860,himachal-pradesh,2019,1,Peer-to-peer payments,TOTAL,1178280,3066233587.9236507
861,himachal-pradesh,2019,1,Recharge & bill payments,TOTAL,844570,209521987.03977025
862,himachal-pradesh,2019,1,Merchant payments,TOTAL,115553,86624660.3112043
863,himachal-pradesh,2019,1,Financial Services,TOTAL,9585,1424229.9989233727
864,himachal-pradesh,2019,1,Others,TOTAL,20730,17676977.717503674
865,himachal-pradesh,2019,2,Peer-to-peer payments,TOTAL,1141873,4428007670.958708
866,himachal-pradesh,2019,2,Recharge & bill payments,TOTAL,1076793,279864579.97562265
867,himachal-pradesh,2019,2,Merchant payments,TOTAL,248517,141088575.8726466
868,himachal-pradesh,2019,2,Financial Services,TOTAL,5013,1453651.5352588107
869,himachal-pradesh,2019,2,Others,TOTAL,30110,25469495.268363245
870,himachal-pradesh,2019,3,Recharge & bill payments,TOTAL,1212659,327570066.9967147
871,himachal-pradesh,2019,3,Peer-to-peer payments,TOTAL,1181680,5039276845.295213
872,himachal-pradesh,2019,3,Merchant payments,TOTAL,312575,182746198.16430056
873,himachal-pradesh,2019,3,Financial Services,TOTAL,3096,1775673.9713265826
874,himachal-pradesh,2019,3,Others,TOTAL,25170,20649996.69578039
875,himachal-pradesh,2019,4,Peer-to-peer payments,TOTAL,1579582,6533855301.069828
876,himachal-pradesh,2019,4,Recharge & bill payments,TOTAL,1442940,402619114.99428564
877,himachal-pradesh,2019,4,Merchant payments,TOTAL,467309,314965060.6352696
878,himachal-pradesh,2019,4,Financial Services,TOTAL,4576,1769641.9665086274
879,himachal-pradesh,2019,4,Others,TOTAL,22239,17954418.582290154
880,himachal-pradesh,2020,1,Recharge & bill payments,TOTAL,1815157,542356756.9678606
881,himachal-pradesh,2020,1,Peer-to-peer payments,TOTAL,1594806,6431826925.118802
882,himachal-pradesh,2020,1,Merchant payments,TOTAL,711018,427497010.10439825
883,himachal-pradesh,2020,1,Financial Services,TOTAL,4711,3172303.6900622216
884,himachal-pradesh,2020,1,Others,TOTAL,18788,14613755.241563875
885,himachal-pradesh,2020,2,Recharge & bill payments,TOTAL,2558935,802231470.1628922
886,himachal-pradesh,2020,2,Peer-to-peer payments,TOTAL,1544488,6738488218.640328
887,himachal-pradesh,2020,2,Merchant payments,TOTAL,570031,479165630.6102103
888,himachal-pradesh,2020,2,Financial Services,TOTAL,7634,7359757.737539303
889,himachal-pradesh,2020,2,Others,TOTAL,14642,9659685.392965626
890,himachal-pradesh,2020,3,Recharge & bill payments,TOTAL,2416395,834567922.2742614
891,himachal-pradesh,2020,3,Peer-to-peer payments,TOTAL,1954492,8806586536.659174
892,himachal-pradesh,2020,3,Merchant payments,TOTAL,1090445,851539467.337558
893,himachal-pradesh,2020,3,Financial Services,TOTAL,9543,11391079.288736572
894,himachal-pradesh,2020,3,Others,TOTAL,19001,11969008.527252048
895,himachal-pradesh,2020,4,Recharge & bill payments,TOTAL,2638030,936305777.7250878
896,himachal-pradesh,2020,4,Peer-to-peer payments,TOTAL,2594659,11426268857.229637
897,himachal-pradesh,2020,4,Merchant payments,TOTAL,2001259,1589433440.2684097
898,himachal-pradesh,2020,4,Financial Services,TOTAL,11353,15534252.217986543
899,himachal-pradesh,2020,4,Others,TOTAL,27027,21510781.37178286
900,himachal-pradesh,2021,1,Peer-to-peer payments,TOTAL,2845733,11358078843.572702
901,himachal-pradesh,2021,1,Recharge & bill payments,TOTAL,2547359,948929031.6443391
902,himachal-pradesh,2021,1,Merchant payments,TOTAL,2186946,1778219850.8347864
903,himachal-pradesh,2021,1,Financial Services,TOTAL,12561,16554205.504427344
904,himachal-pradesh,2021,1,Others,TOTAL,21430,18764977.931273177
905,himachal-pradesh,2021,2,Peer-to-peer payments,TOTAL,3340531,13035543546.66397
906,himachal-pradesh,2021,2,Recharge & bill payments,TOTAL,3216602,1045789841.916208
907,himachal-pradesh,2021,2,Merchant payments,TOTAL,2883209,2378084375.199477
908,himachal-pradesh,2021,2,Financial Services,TOTAL,14642,16428390.62373627
909,himachal-pradesh,2021,2,Others,TOTAL,28918,19788385.405835297
910,jammu-&-kashmir,2018,1,Recharge & bill payments,TOTAL,457813,78812610.35129012
911,jammu-&-kashmir,2018,1,Peer-to-peer payments,TOTAL,353621,861670157.9310012
912,jammu-&-kashmir,2018,1,Financial Services,TOTAL,65683,10269382.6199755
913,jammu-&-kashmir,2018,1,Merchant payments,TOTAL,28696,30967525.638810236
914,jammu-&-kashmir,2018,1,Others,TOTAL,35755,23651562.715049967
915,jammu-&-kashmir,2018,2,Recharge & bill payments,TOTAL,794502,166762242.91718757
916,jammu-&-kashmir,2018,2,Peer-to-peer payments,TOTAL,771844,2372961687.5536175
917,jammu-&-kashmir,2018,2,Financial Services,TOTAL,112422,15636116.81386063
918,jammu-&-kashmir,2018,2,Merchant payments,TOTAL,79248,64454257.5252622
919,jammu-&-kashmir,2018,2,Others,TOTAL,38310,31391931.692946266
920,jammu-&-kashmir,2018,3,Peer-to-peer payments,TOTAL,1260453,3616022745.5645847
921,jammu-&-kashmir,2018,3,Recharge & bill payments,TOTAL,822143,203079955.34644008
922,jammu-&-kashmir,2018,3,Merchant payments,TOTAL,140076,82826475.18797052
923,jammu-&-kashmir,2018,3,Financial Services,TOTAL,44464,6397888.3546260595
924,jammu-&-kashmir,2018,3,Others,TOTAL,36825,26373935.004048545
925,jammu-&-kashmir,2018,4,Peer-to-peer payments,TOTAL,1265457,5151829745.262983
926,jammu-&-kashmir,2018,4,Recharge & bill payments,TOTAL,970724,254473764.00233167
927,jammu-&-kashmir,2018,4,Merchant payments,TOTAL,402303,215771001.5429565
928,jammu-&-kashmir,2018,4,Financial Services,TOTAL,33775,6072177.152358056
929,jammu-&-kashmir,2018,4,Others,TOTAL,49051,36573577.73688933
930,jammu-&-kashmir,2019,1,Peer-to-peer payments,TOTAL,1913720,5414709531.836735
931,jammu-&-kashmir,2019,1,Recharge & bill payments,TOTAL,1131953,302663112.8884805
932,jammu-&-kashmir,2019,1,Merchant payments,TOTAL,452379,199219534.93760535
933,jammu-&-kashmir,2019,1,Financial Services,TOTAL,43247,4593545.201922052
934,jammu-&-kashmir,2019,1,Others,TOTAL,43688,30649751.65627311
935,jammu-&-kashmir,2019,2,Peer-to-peer payments,TOTAL,1180781,5666318253.462076
936,jammu-&-kashmir,2019,2,Recharge & bill payments,TOTAL,706569,215937468.94414753
937,jammu-&-kashmir,2019,2,Merchant payments,TOTAL,353678,188931529.4882364
938,jammu-&-kashmir,2019,2,Financial Services,TOTAL,22663,2652961.353697454
939,jammu-&-kashmir,2019,2,Others,TOTAL,32664,26301988.31534837
940,jammu-&-kashmir,2019,3,Peer-to-peer payments,TOTAL,618694,3499425217.9582095
941,jammu-&-kashmir,2019,3,Recharge & bill payments,TOTAL,318061,111964437.03321175
942,jammu-&-kashmir,2019,3,Merchant payments,TOTAL,165115,120736230.08884756
943,jammu-&-kashmir,2019,3,Financial Services,TOTAL,2895,658515.8825482852
944,jammu-&-kashmir,2019,3,Others,TOTAL,11761,11446090.81965122
945,jammu-&-kashmir,2019,4,Peer-to-peer payments,TOTAL,310620,1799955855.9714913
946,jammu-&-kashmir,2019,4,Merchant payments,TOTAL,91303,77859073.82317376
947,jammu-&-kashmir,2019,4,Recharge & bill payments,TOTAL,84803,49065907.04578097
948,jammu-&-kashmir,2019,4,Financial Services,TOTAL,197,213741.2862032762
949,jammu-&-kashmir,2019,4,Others,TOTAL,3005,2601419.6959477984
950,jammu-&-kashmir,2020,1,Peer-to-peer payments,TOTAL,435154,2654638582.0865793
951,jammu-&-kashmir,2020,1,Recharge & bill payments,TOTAL,341357,144213068.71202034
952,jammu-&-kashmir,2020,1,Merchant payments,TOTAL,135241,131144418.96503358
953,jammu-&-kashmir,2020,1,Financial Services,TOTAL,2350,2116665.1182805505
954,jammu-&-kashmir,2020,1,Others,TOTAL,7528,5530441.652102945
955,jammu-&-kashmir,2020,2,Peer-to-peer payments,TOTAL,1238380,7426818530.258213
956,jammu-&-kashmir,2020,2,Recharge & bill payments,TOTAL,1028741,413037418.32063264
957,jammu-&-kashmir,2020,2,Merchant payments,TOTAL,341375,403026357.7674071
958,jammu-&-kashmir,2020,2,Financial Services,TOTAL,9130,10415041.341445928
959,jammu-&-kashmir,2020,2,Others,TOTAL,17380,12351591.57084975
960,jammu-&-kashmir,2020,3,Peer-to-peer payments,TOTAL,1787154,10837119046.792652
961,jammu-&-kashmir,2020,3,Recharge & bill payments,TOTAL,1005745,443743222.500647
962,jammu-&-kashmir,2020,3,Merchant payments,TOTAL,642688,667957476.4350253
963,jammu-&-kashmir,2020,3,Financial Services,TOTAL,10111,13281733.802213533
964,jammu-&-kashmir,2020,3,Others,TOTAL,20200,15128281.341935568
965,jammu-&-kashmir,2020,4,Peer-to-peer payments,TOTAL,2378539,13736841259.979288
966,jammu-&-kashmir,2020,4,Recharge & bill payments,TOTAL,1900075,536741118.30199385
